transaction_id,user_id,amount,time_delta,device_trust_score,location_risk_score,merchant_category,transactions_last_hour,avg_transaction_amount,velocity_score,fraud_probability,is_fraud
31,277,76.02238349974344,4.038189512729071,0.6681439245824626,0.5274697820545158,grocery,2,220.50520834156342,0.5794847844661807,0.2,0
32,161,372.8284277417571,45.39619160197855,0.5277294332426671,0.9023757937295046,travel,3,90.10508825648827,1.2509584744582978,0.3,0
33,460,129.3757919853687,52.100423874250076,0.943022115856759,0.06824903723486109,travel,4,148.29454366078326,0.10984258801291201,0.0,0
34,314,221.58376279996506,23.377817073586172,0.01696943453594779,0.9055286693572194,fashion,0,66.76935518790269,0.0,0.5,0
35,22,102.95771006687579,67.91024465190858,0.4377393986176359,0.7287779392892474,fashion,1,110.51091226140542,0.5051503738726288,0.3,0
36,253,70.76632861726132,33.671396481050074,0.6688038478046222,0.7698448289394675,travel,1,22.809167154562466,0.5336157726480453,0.3,0
37,748,196.4209788190107,28.125994084511234,0.21758371386795594,0.06471810303376602,travel,2,141.6223120585747,0.07110010329218422,0.2,0
38,857,33.65002288842836,26.12703969144232,0.7258713861149484,0.1877566689049771,electronics,1,34.40142042500049,0.13014300568281204,0.0,0
39,561,93.36169521908874,28.2031005302455,0.0812286282213085,0.9252617993324083,electronics,1,92.66854868903329,0.6413426074870806,0.5,0
40,475,46.9008271614957,171.92572927965176,0.4510385294813154,0.12405144847313332,electronics,2,164.2459844081461,0.13628444571966308,0.0,0
41,59,238.0106708125734,57.192052065997224,0.6762349561907047,0.631182855578336,electronics,4,83.75001031794146,1.0158496174461913,0.0,0
42,511,577.2279630879668,18.932141693704235,0.2667571282404816,0.782692549692538,electronics,3,37.87728546294431,1.0850422681293153,0.8,1
43,682,1081.22363884116,66.18661525871686,0.07384641767526279,0.23128202450457946,travel,3,164.57977712900077,0.3206249663990909,0.5,0
44,476,119.66808383227767,20.0438366651342,0.9570216097994428,0.6987902112847773,grocery,1,287.1229931587244,0.48436446475493183,0.0,0
45,700,58.21232591515331,6.71743820248761,0.9138230287952627,0.06557651329524106,travel,3,104.09199065850858,0.09090835060309621,0.2,0
46,976,116.9767498267896,32.25218236105676,0.9263699116117329,0.4987684030426428,electronics,4,122.34763911009156,0.802736777381041,0.0,0
47,783,375.81595182738477,69.51991034707156,0.978502383297728,0.3344331177496914,travel,0,74.3575427894409,0.0,0.0,0
48,190,46.13579391786827,23.71342843017097,0.18469805441137155,0.6457420173586955,fashion,2,131.27129461367429,0.7094201155795987,0.2,0
49,958,607.709799799411,101.69440843638671,0.15777599779244522,0.889004846071096,travel,3,102.57011681004062,1.2324224051166166,0.8,1
50,687,83.66927393494768,24.465659559492046,0.034214586207677034,0.12549091812332158,travel,5,205.90463559585731,0.22484954084958397,0.2,0
51,958,850.9542110710452,21.526764684342314,0.8918227876177824,0.4503076524722278,grocery,3,41.217219148079664,0.6242589593913848,0.3,0
52,563,364.7849179857242,317.2333866081406,0.752762841135952,0.4231938065035131,electronics,3,99.89389883412308,0.5866711876166824,0.0,0
53,876,330.64717254780595,32.93458467244781,0.6332624111184941,0.32379523839392144,electronics,2,57.019604953123896,0.35572542791178224,0.0,0
54,567,76.51717127604934,81.79453865671404,0.9276761591861373,0.4801667655006995,travel,0,14.877499490971994,0.0,0.0,0
55,244,1.7631917128352006,81.73472356596992,0.5750766144924971,0.8807284778489665,travel,0,73.2867768424812,0.0,0.3,0
56,832,96.29638149579898,130.43468622535838,0.12973075272554802,0.9736619337658493,electronics,1,459.15528564633405,0.6748910242083427,0.5,0
57,505,71.85262082831403,4.4358262846852625,0.1768644749350079,0.002842887383850301,fashion,1,92.56371722939244,0.001970539374765275,0.4,0
58,131,7.622839118969277,15.819187754241865,0.1321839303380965,0.7390315431131261,electronics,2,118.32408855773399,0.8119091349774363,0.5,0
59,485,140.7871361441733,72.99663420418881,0.3076580127230325,0.6150812003130208,fashion,0,203.35741014192473,0.0,0.0,0
60,819,103.17812293494815,41.345529136094534,0.3794968331136138,0.9945121471863452,travel,1,627.9451098073474,0.6893432908548325,0.3,0
61,647,201.32870124653297,41.00529018806453,0.7968390646846875,0.08993139588866961,travel,2,79.59685850696415,0.09879973666036916,0.0,0
62,21,194.14216201398898,9.089003283551364,0.19125391144534343,0.811346301577703,fashion,0,109.3707045489228,0.0,0.7,1
63,841,25.736436305959526,16.50533795443861,0.7253651528437021,0.9339281794552992,electronics,2,518.724728453489,1.0260249746830274,0.3,0
64,167,754.1528378865665,36.83761949374652,0.49122850211450764,0.9121156319228172,travel,3,83.99815083536858,1.264460757223907,0.6,1
65,274,41.38796607210391,16.22984692319531,0.9996599211282728,0.5605727042178152,electronics,1,234.33406343046832,0.3885593894274428,0.0,0
66,388,117.85620509587658,11.804018152370196,0.776582461044869,0.3275561450167176,travel,4,88.00327144388989,0.5271812782406674,0.0,0
67,601,133.93205146369613,4.59239209832949,0.9689529886532927,0.6399038370308838,grocery,3,38.74571653739731,0.8870950809348956,0.2,0
68,316,335.39650650098866,8.463910332232913,0.34235150163532835,0.3060719952232338,grocery,0,413.1038370212491,0.0,0.2,0
69,14,20.900975496263264,73.23826377532471,0.12305019316625787,0.4122692593003997,grocery,1,186.74735065310304,0.2857632747156091,0.2,0
70,242,111.9486569355435,63.43075420181705,0.5058958051452059,0.4457249847918595,fashion,0,298.75545759918055,0.0,0.0,0
71,777,198.0424513323171,2.3458643832099146,0.124239473863474,0.30195017641459676,electronics,1,18.509403361445877,0.20929591345135584,0.4,0
72,346,48.453964991953235,11.362855353781185,0.4924517048620648,0.34182736474402453,grocery,0,183.06841697216018,0.0,0.0,0
73,565,197.4864134132833,41.10079834323799,0.2699410261753804,0.007313118967184562,fashion,1,153.4162449962403,0.005069067793203438,0.2,0
74,898,514.5243204302946,19.47672220074197,0.4910472124280867,0.29707886376164794,grocery,3,99.23919183550399,0.41183875364067674,0.3,0
75,340,1199.7486886366642,86.65083631422667,0.9496362036219659,0.4723053741600084,travel,1,22.989472158962712,0.32737713846231986,0.3,0
76,92,6.597857746404852,76.85337601435458,0.2890340642234972,0.17300737021736068,grocery,3,80.36509815039082,0.2398391417645084,0.2,0
77,367,53.72973334814339,111.08739257143621,0.9934340493695611,0.8055845768530014,electronics,6,144.22725275332246,1.5675952040206855,0.3,0
78,956,74.3017751650912,41.38323656451323,0.2293294694040855,0.5376370221285753,electronics,0,169.7349914878522,0.0,0.2,0
79,455,101.87403683476701,21.699130699602325,0.20810837899703338,0.7938806681794827,fashion,1,18.661297102712172,0.5502761468496539,0.5,0
80,428,55.482241785637335,46.578429334104804,0.5447885229991892,0.12810343237139132,electronics,1,88.00084139927371,0.08879453296828152,0.0,0
81,509,45.50261539929795,4.668121281481921,0.8420449383160855,0.8205112577586213,grocery,4,83.1431036607501,1.3205619258157135,0.5,0
82,776,618.2454007143316,0.4816129681075342,0.7495035191817427,0.9582629271861367,travel,0,231.43836494109382,0.0,0.8,1
83,943,501.4834717080198,0.8620650408975972,0.7235369352959651,0.35245398603659517,travel,0,6.312275568815096,0.0,0.5,0
84,35,9.626501305381634,26.17384388430733,0.2826329411521309,0.2839524044675714,fashion,2,230.90942510657928,0.3119536009449314,0.2,0
85,206,82.74372142528496,12.943562225253762,0.022516776070323763,0.6468315428371445,travel,0,229.5411579139046,0.0,0.2,0
86,81,103.88871493140093,8.559450062097705,0.1617482901442524,0.6359141105424049,fashion,0,179.14967091072612,0.0,0.4,0
87,932,54.6282041464942,47.76795486200965,0.3494733011391725,0.11246803890421464,fashion,3,345.0185361684762,0.15591380813912523,0.0,0
88,562,198.2421358656023,265.87544368525647,0.9716837505702006,0.9267587847007852,fashion,3,93.87058596898851,1.2847604773490213,0.3,0
89,872,204.54188735682587,9.785734503904983,0.9197774579738796,0.47905615537115986,electronics,2,15.153893624470385,0.5262969792528556,0.2,0
90,388,380.09743393715996,39.52933795981243,0.20064458726609924,0.764416414690595,grocery,4,60.40789508589481,1.2302807586899907,0.5,0
91,2,270.0845178718521,6.376188812875115,0.7256224779846957,0.35931767618356947,electronics,1,141.72258244244878,0.24906003417199257,0.2,0
92,390,156.427736926718,136.08447048747098,0.5790168569033814,0.2615366419557754,travel,0,58.489498563314854,0.0,0.0,0
93,566,212.02458206215326,17.248271898110985,0.04984265008772626,0.11127189608580224,electronics,1,150.3375872062915,0.07712780104743303,0.2,0
94,106,64.03796237132862,105.32617654570504,0.3717056112985897,0.27451871476296064,fashion,6,6.690486625207901,0.5341887531628657,0.0,0
95,772,179.81603239168084,16.639302694945524,0.48607374036590256,0.9934311455262963,electronics,2,10.940779142699565,1.0913956644208265,0.3,0
96,822,134.36610264723325,82.00838364706833,0.6675741233501018,0.6579601838833138,electronics,3,1.5857400784247193,0.9121264927588442,0.0,0
97,477,28.622738125339964,11.746975889036896,0.29490511601444347,0.8027823300425694,travel,4,559.1982802821154,1.2920283174026959,0.5,0
98,703,55.55803884831002,17.321341086020034,0.9338186290544822,0.9585091285534838,grocery,2,45.49906324543826,1.0530299074294183,0.3,0
99,402,68.9756599580133,10.689085855529003,0.45187905670366957,0.07899135179591732,fashion,2,238.1172058839708,0.08678086978150053,0.0,0
100,730,516.2207015337875,15.343915875518405,0.2485296241169651,0.1646944257349936,electronics,2,326.8486949193802,0.18093531998760135,0.5,0
101,556,52.37340386320221,90.0498265918699,0.3164280872472477,0.9279656919942847,travel,1,25.72670739924896,0.643216803062197,0.3,0
102,162,68.28518999434075,50.94836728031801,0.7518854286189642,0.5645536816599477,travel,1,33.30694742243758,0.3913187927173296,0.0,0
103,202,92.20215888220946,26.03367012102379,0.6402853675745633,0.6348492054058439,fashion,0,72.27728730210761,0.0,0.0,0
104,958,217.97575062662503,177.92946281833082,0.74217802144578,0.427634282386395,travel,3,105.19607112031005,0.5928269942938104,0.0,0
105,996,25.16670915176995,31.26148688905382,0.2923418253208998,0.8144287347895308,grocery,0,114.77457456928448,0.0,0.5,0
106,270,615.5847116931723,174.9294388618224,0.3268486185035444,0.517244215170084,travel,0,73.08683709237546,0.0,0.3,0
107,863,401.3441475234605,10.944314000301592,0.39671911655078507,0.82612945831933,electronics,2,132.36602363698157,0.9075959749403449,0.3,0
108,816,172.17880826801067,117.50397908103221,0.188592998495004,0.9921866035790415,grocery,0,199.8192703660616,0.0,0.5,0
109,271,224.19481242150576,0.6959310123666114,0.6910445449362481,0.6467267842697623,grocery,2,180.65721512883266,0.7105019926095705,0.2,0
110,456,3.3601635813236004,39.406223049304195,0.3293495140778486,0.5288135838346976,travel,3,4.601053153889478,0.7330912893536418,0.0,0
111,462,82.78357909848069,27.500191063128383,0.3262362241419413,0.3651578542652266,fashion,1,134.95060117993933,0.25310813714326125,0.0,0
112,727,317.59422692629727,37.231271494317596,0.26936496988713987,0.1946964424786476,fashion,2,187.04520007289176,0.21389590426700603,0.2,0
113,252,16.129889328831197,40.309616481499624,0.45282780470142536,0.6566577875555714,fashion,0,33.59772597762081,0.0,0.0,0
114,702,66.34458009775621,24.635481855684283,0.7719760792342106,0.06263719169754423,electronics,0,138.80720583660448,0.0,0.0,0
115,296,176.03845273247575,315.93865772675105,0.8356087054582734,0.95628758533424,travel,2,17.619333868910758,1.0505892927489497,0.3,0
116,725,59.253908611118156,187.55304374449324,0.8045078776832267,0.6475552055042288,fashion,3,164.0207937158615,0.8977021299043444,0.0,0
117,720,543.5533735092997,163.1745427772869,0.621193577611887,0.9593627732679462,electronics,0,145.29865575135508,0.0,0.6,1
118,749,28.095925054573033,193.36454696435936,0.2804275350582782,0.2722745102959424,grocery,0,41.35485613733061,0.0,0.2,0
119,338,319.2987678247634,78.75481924736995,0.7348552058083777,0.9465158139508884,fashion,2,312.30804564989336,1.0398539046251443,0.3,0
120,879,141.8344566368064,223.66535495079623,0.0393619417421287,0.6121251421870971,grocery,1,246.4345054057834,0.42429281645684197,0.2,0
121,53,277.5236680947404,111.44825229913782,0.7981524073104483,0.8102639661526223,fashion,1,201.48908052139876,0.561632183648009,0.3,0
122,792,74.42018536834023,26.886947762935133,0.7802275640665747,0.17892330271436996,travel,2,92.30497167536622,0.196567339091091,0.0,0
123,922,144.51091500540502,76.80405413343686,0.6700011131764779,0.5001103714578224,grocery,2,38.60053488464304,0.5494273997739368,0.0,0
124,217,388.7519821076452,121.55948645943721,0.09792544998557773,0.5689603660861363,travel,0,228.61282721925554,0.0,0.2,0
125,764,125.80103477593264,62.34507192157002,0.9973413355282976,0.3928544248202388,electronics,1,36.22455514740656,0.2723059369346475,0.0,0
126,188,89.16989652656315,27.476792877487625,0.7564091924009952,0.2532327352180799,grocery,4,100.10303668615558,0.40756236472936375,0.0,0
127,380,153.64113340149706,3.402714284273552,0.7348068310078929,0.9047747414997828,electronics,5,71.39021963289042,1.6211387106006014,0.5,0
128,493,252.71820328260867,82.95687047447377,0.06400785252931152,0.08505888160508568,fashion,0,33.84688379561529,0.0,0.2,0
129,41,117.24038862690476,152.60759015571844,0.3987051265728986,0.15398709110175557,fashion,0,143.03365707070577,0.0,0.0,0
130,157,558.9733289750404,22.507168629913927,0.08617299964698144,0.3205105331318011,fashion,4,603.1931896547719,0.5158418033567865,0.5,0
131,15,69.89612675846163,8.238193019936839,0.3610370068090407,0.9197700014970593,electronics,0,97.01836777687146,0.0,0.5,0
132,813,129.04809317737573,19.763649196043954,0.5704855543571834,0.5642103703009382,fashion,2,103.8317580644086,0.6198484462065955,0.0,0
133,65,282.87923635230635,43.68819255632408,0.8788721883566153,0.37317369183095583,travel,3,69.95833060521323,0.5173285847035458,0.0,0
134,857,233.6703602259738,19.05782382356706,0.28293773299449687,0.40267821521743363,electronics,2,38.87035206639939,0.4423872356168144,0.2,0
135,839,398.4929099347683,47.15981436728033,0.6234146524822746,0.8377775924655632,electronics,1,49.812877503335834,0.580703176153804,0.3,0
136,521,1149.4955110770602,170.3389951156898,0.16465192234480563,0.026779574589104627,grocery,3,312.9053111107262,0.037124373246065254,0.5,0
137,344,111.32446962832402,55.54454212261927,0.3539638569422241,0.011339058234389632,fashion,0,443.82599830761876,0.0,0.0,0
138,129,23.565555282692404,22.522550976586697,0.9472374752363327,0.04608469613493904,grocery,0,262.5069452684956,0.0,0.0,0
139,648,6.17760850446177,137.25099024302537,0.7476409155827316,0.4692050006196382,electronics,2,4.020243312107744,0.5154743795852627,0.0,0
140,472,259.56653843161763,41.69353515589045,0.5458057641871717,0.5812493946081749,grocery,1,140.3968921274039,0.4028913790748315,0.0,0
141,63,414.31637607351996,6.8696504413840564,0.2516967991561616,0.6244688105079637,travel,0,119.53383508970643,0.0,0.4,0
142,139,49.875069716618874,34.55556324155373,0.37970522264388873,0.7311371244006196,fashion,0,223.5913180640477,0.0,0.3,0
143,499,34.50150340755709,53.01331591541133,0.1566933338525145,0.18972378660312905,electronics,1,227.5013270754013,0.13150650776911563,0.2,0
144,593,12.844800312954996,91.08651685522135,0.35346719309706087,0.2622846761531149,grocery,2,86.46777887392051,0.28814916835114757,0.0,0
145,392,345.9857089968417,137.81749381132545,0.15063282628719232,0.24350701595129964,fashion,0,50.852864281405154,0.0,0.2,0
146,675,74.61370022762928,19.093493923532037,0.7953070330111143,0.14917209811066,travel,2,15.355299636437206,0.163882300110776,0.0,0
147,419,102.73155703023207,8.451259177539876,0.0807590899422882,0.2443955764036766,fashion,1,141.75065516297425,0.16940210472553113,0.4,0
148,289,139.7325493173433,3.83480049147105,0.1894054798071051,0.6136526447168399,grocery,0,47.949680492043484,0.0,0.4,0
149,379,365.8340006424553,67.03825687035282,0.6911667297807539,0.36641159371624255,travel,3,501.32180841985,0.5079543262177794,0.0,0
150,773,210.44111914873992,79.27587812136264,0.9025167124205788,0.7679124369305907,electronics,3,7.18140577955861,1.0645526811507116,0.3,0
151,490,190.93596570932138,26.328540470030255,0.9645916097676017,0.5364187993430671,travel,0,499.8498100763457,0.0,0.0,0
152,231,38.63737825637263,25.202879530783683,0.8360229167407768,0.21203916711678672,fashion,1,102.70269025749712,0.14697435085527977,0.0,0
153,41,143.97623066281483,154.21400331635863,0.21147177636622494,0.4673820005833387,electronics,3,139.935114848687,0.6479290318976159,0.2,0
154,28,251.32077910920128,124.25412831121592,0.28571128583204974,0.5933688025886747,fashion,2,131.39313202606922,0.6518822582361998,0.2,0
155,135,724.3255461368524,13.280760778974294,0.8707523529985529,0.8661949714288175,electronics,2,209.57747440713516,0.9516124399942212,0.6,1
156,201,44.98059694530265,75.89028069432418,0.8893329647441108,0.8337176000659972,travel,2,14.295619336991905,0.9159324007113889,0.3,0
157,840,1.9178365345844783,48.735785109624636,0.6406531658201124,0.42647983551631563,electronics,1,328.1905048764234,0.2956132955538034,0.0,0
158,780,15.657493747748411,8.374961952644592,0.31364109918687,0.647675819097549,fashion,3,234.84638923461804,0.8978693358486385,0.2,0
159,930,94.273700911117,22.06272741362571,0.2240566630459767,0.2978047796657074,grocery,2,284.7336762108256,0.32717199056484497,0.2,0
160,33,343.56576719083137,9.768694938866833,0.8522826992627464,0.6330033094497642,grocery,3,99.64890667663396,0.8775289184604373,0.2,0
161,48,1.4335417052141535,17.4889416164759,0.2052549984497558,0.9127924450292751,grocery,3,179.50189029453935,1.2653990194169218,0.5,0
162,503,122.02998727790298,47.76472627834391,0.661804350682417,0.6245427696636147,electronics,9,91.66990550630358,1.438062871364653,0.0,0
163,407,79.86597802368837,23.521423657431555,0.9679533427341321,0.3037718374168553,grocery,2,20.950807056389007,0.33372747353744836,0.0,0
164,574,10.781807777407328,25.048675764370078,0.7052913924997943,0.6439834233704885,grocery,2,53.931679164205306,0.7074881026133767,0.0,0
165,728,119.6533410394766,38.78811640627758,0.25767031316459754,0.9027546708329187,fashion,1,48.944834136822884,0.6257418548251591,0.5,0
166,805,58.80676237780431,4.563246280746324,0.28250590127444486,0.1370469307721639,travel,1,27.234655687581505,0.09499369366911942,0.4,0
167,99,86.73737472958014,67.1229252932876,0.0928947754209054,0.4824469178954145,electronics,0,41.4254882553376,0.0,0.2,0
168,684,244.5735759676889,25.683945644107343,0.6862374899608121,0.321050949935775,grocery,1,103.52692958863945,0.22253556076407457,0.0,0
169,872,147.44112464282617,32.73451951398814,0.5184356814637994,0.24146745389339164,fashion,1,82.28241973436376,0.167372484863193,0.0,0
170,726,26.625707097685808,183.06268683665908,0.20647169953616706,0.39620897629914265,electronics,2,59.884627116000104,0.43528005024285,0.2,0
171,987,650.9759536783264,21.107696373346872,0.2276683005494301,0.39396804598114343,fashion,5,355.8248758541316,0.7058959769599875,0.5,0
172,547,202.07125844809372,52.237313704537605,0.009024554767183113,0.2104329968932267,travel,2,226.24155876617914,0.23118427632815702,0.2,0
173,961,290.3744076306223,24.920510522622834,0.9784193991066461,0.4036251285111213,grocery,2,0.3784049514168801,0.4434275261975629,0.0,0
174,739,16.505340549095656,112.34934527323482,0.8280181855409314,0.6337318202824207,electronics,2,126.72175479680884,0.6962255654822774,0.0,0
175,613,9.640327163848132,93.7862799466869,0.3941699505282231,0.025731965203749763,electronics,2,180.53306877988985,0.02826945318441969,0.0,0
176,943,3.927930390565054,13.828816622977921,0.9460898507940917,0.989225212647984,grocery,1,8.232775963619863,0.6856786670857624,0.3,0
177,462,41.846656792019196,58.84151141147728,0.6771199391544015,0.2959443249139082,fashion,2,18.155687018593987,0.3251280721120074,0.0,0
178,643,107.0265313608284,3.3696359723042377,0.7514625356278136,0.6236453645051274,travel,1,48.976320971611166,0.43227802607600846,0.2,0
179,769,549.231842701571,165.09302444779965,0.6799554998737404,0.28354894516642437,electronics,3,142.72342272966281,0.39308230378570713,0.3,0
180,5,122.15116696374353,21.46152209131368,0.7568488319542906,0.393535877619517,electronics,3,384.8330577886936,0.5455565680423038,0.0,0
181,218,68.56993537065567,89.14279298837656,0.17093892813557665,0.5492374758022005,travel,3,99.78684465950313,0.7614048156203129,0.2,0
182,503,165.07771130319378,19.16791614159091,0.562397997534798,0.6118525026364475,electronics,2,605.1432731359675,0.6721886782487383,0.0,0
183,767,23.74197308641509,50.088447128687285,0.8493762753884575,0.7704579495200881,travel,3,414.0758823599931,1.0680815108996913,0.3,0
184,398,188.06847912328027,205.4956318672057,0.01954258397005837,0.791683814889249,grocery,0,152.15169777116859,0.0,0.5,0
185,871,168.06601704987324,104.6769677783041,0.12344295338854105,0.5187031791226209,travel,2,91.86899629534781,0.569853686755327,0.2,0
186,795,314.03674131998497,8.739454453936661,0.24563980966108911,0.07572575426375605,travel,5,171.65852611793989,0.13568233726652165,0.4,0
187,393,863.8120439850082,39.64709770341226,0.29472669672767693,0.5577835588845373,fashion,1,234.9579549006504,0.38662610120350926,0.5,0
188,207,57.76947602278175,21.42633332960542,0.182703866590735,0.47758028406933883,travel,4,429.89263694682415,0.7686358154122412,0.2,0
189,15,142.52980254783682,28.48800289409584,0.6243303899310662,0.21538660726527814,grocery,0,210.06925404338813,0.0,0.0,0
190,858,479.0835627490041,20.412182926740464,0.2940190711937435,0.010162871989789157,electronics,2,74.52743710235866,0.011165056056143293,0.2,0
191,554,307.6001648905472,20.470587909471625,0.15809984371359154,0.3159659741807188,fashion,1,101.97627747525507,0.2190109241562417,0.2,0
192,892,133.65435229235305,39.10473904394039,0.9058261821868003,0.2594883220680264,travel,2,7.2232041778874985,0.2850770593898021,0.0,0
193,461,581.4404586328019,10.657433914432191,0.6950345315473295,0.48291021835029635,fashion,2,4.374908496521261,0.5305311002030357,0.3,0
194,691,11.78800568052747,38.54413199922965,0.24605874657512472,0.7616015692510014,grocery,3,49.59166418920783,1.0558039608727232,0.5,0
195,575,534.7257540839018,16.35341027672475,0.3609536333111718,0.4390400110838628,grocery,3,246.0610643977394,0.6086386916715733,0.3,0
196,864,10.3655068626699,17.052940240050802,0.7407855628886986,0.951568420035247,electronics,1,57.682688939194065,0.6595769674573132,0.3,0
197,743,158.507220838923,67.11349656851611,0.7909100735704789,0.22131331811069532,grocery,3,18.65017864594565,0.30680540493758945,0.0,0
198,241,442.2583174855191,1.502016491203917,0.1764361654202291,0.2209520415681525,grocery,3,66.03847577241585,0.30630456930385747,0.4,0
199,564,60.957764028492456,23.978119462682336,0.9365760840737317,0.6044495628387639,travel,4,54.700629554914045,0.9728240425869248,0.0,0
200,96,127.82594960082885,26.173121661608594,0.7852719389900122,0.8962625937857736,grocery,1,680.8648367518992,0.6212418899239525,0.3,0
201,900,78.40976578429115,33.190113236044965,0.8568144371338537,0.6718575672757509,grocery,0,532.920968751467,0.0,0.0,0
202,734,607.911408864342,55.28351057498859,0.14385880696329933,0.6736782295553966,grocery,2,200.29856968456804,0.7401111815977345,0.5,0
203,485,347.0519284952993,23.076920644307545,0.14336715221338303,0.8062859744418099,electronics,1,264.8530602541779,0.5588748499093686,0.5,0
204,407,246.8874410771146,11.985062852912876,0.3053688442253675,0.6686795427345773,travel,4,43.925833448862086,1.076198207346127,0.0,0
205,231,177.16539338829406,108.08590135564768,0.06464641962497297,0.7593477022231337,travel,2,115.72290810293924,0.8342287170342273,0.5,0
206,749,343.61831259616287,198.26756761764148,0.0910673268557709,0.8661274616096832,fashion,2,974.8361002532636,0.9515382728773145,0.5,0
207,655,99.60394130608312,1.0108850231760502,0.14320715551993723,0.007910707554967367,grocery,4,58.5600683920856,0.012731792653143344,0.4,0
208,171,118.6791410781019,39.53434580896219,0.7124297326849471,0.8856229103941606,fashion,1,642.3651152723486,0.6138670233790056,0.3,0
209,541,261.86793887552795,20.904906926729087,0.03023029164119917,0.21526437773838025,fashion,2,31.285881715086987,0.23649209069587843,0.2,0
210,36,88.55701191843754,16.216581918787043,0.08324478136860058,0.9121054767832221,grocery,2,145.19330599355595,1.002050285355533,0.5,0
211,525,13.206795391873156,20.451552240737296,0.9441835361856814,0.2661832952809945,travel,4,228.4476722390241,0.4284054870818735,0.0,0
